"OBJECTID_1","OBJECTID","CodigoProv","Texto","Nombre1","Nombre2","Fecha","FechaNormalizada","CasosConfirmados","Fallecidos","Altas","CCAA","NombreCCAA","Shape__Area","Shape__Length","Recuperados","HoraActualizacion","AltasDomiciliarias","Infectados","Hospitalizados","EnDomicilio","Ingresos","UCI","CasosConfirmadosEnSanitarios","CasosPosibles","Fuente","NuevoCasos","Notas","GlobalID","CreationDate","Creator","EditDate","Editor","TipoFuente","Habitantes"
"5818","19","19","Guadalajara","null","null","1591386300000","06/06/2020 21:45:00","1328","255","null","8","Castilla-La Mancha","21342453477.4424","1014990.58280066","423","1591472700000","null","null","10","null","null","1","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/el-numero-de-hospitalizados-covid-en-planta-de-hospital-se-reduce-85-en","5","null","e959434a-ea96-49a8-9ea6-aa1039a39a58","1591467840177","scarrascov","1591562352675","lauluol1","DatoOficial","257762"
"5819","20","20","Gipuzkoa","null","null","1591386300000","06/06/2020 21:45:00","3125","291","4","16","País Vasco","3757070367.26361","384948.138311604","null","1591472700000","null","null","null","null","null","2","null","null","No proporcionan Datos Asistenciales en PDF","0","https://www.irekia.euskadi.eus/es/news/62049-euskadi-pasara-lunes-fase-apostando-por-medidas-que-faciliten-conciliacion-familiar","6cb27d8f-a588-495b-aa39-b85cfb794d3e","1591467840177","scarrascov","1591646240847","Cris-Aguera","DatoOficial","723576"
"5820","21","21","Huelva","null","null","1591386300000","06/06/2020 21:45:00","408","48","null","1","Andalucía","16155956867.01","749398.555465288","471","1591472700000","null","null","222","null","null","30","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237459.html","2","null","b97f7414-b709-490c-a56e-c2ca2bbe16da","1591467840177","scarrascov","1591513305649","jose.jimenez_comunidadcovid","DatoOficial","521870"
"5821","22","22","Huesca","null","null","1591386300000","06/06/2020 21:45:00","807","99","null","2","Aragón","28522680120.9316","1026402.56184289","511","1591472700000","null","296","null","null","2","null","89","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","2","null","39b936a6-d5b2-4acd-a694-55958fa8a820","1591467840177","scarrascov","1591717276685","maria.96","DatoOficial","220461"
"5822","23","23","Jaén","null","null","1591386300000","06/06/2020 21:45:00","1466","184","null","1","Andalucía","21782269554.2683","773271.743628527","1561","1591472700000","null","null","769","null","null","91","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237459.html","2","null","006eb913-ac88-4c75-a5ae-f6e8505ea4fe","1591467840177","scarrascov","1591513340626","jose.jimenez_comunidadcovid","DatoOficial","633564"
"5823","24","24","León","null","null","1591472700000","06/06/2020 21:45:00","3656","423","1","7","Castilla y León","28795543279.7217","1066905.31430645","null","1591472700000","null","1501","6","null","null","6","325","11662","Consejería de Sanidad. Junta de Castilla y León.","2","null","561f0962-f015-458b-b916-e08b0a14b8a8","1591467840177","scarrascov","1591521328372","alvarospm_covid19","DatoOficial","460001"
"5824","25","25","Lleida","null","null","1591386300000","06/06/2020 21:45:00","3138","236","10","9","Cataluña","22094457592.206","1062933.84050084","null","1591442100000","null","null","null","null","null","null","null","null","https://govern.cat/salapremsa/notes-premsa/385667/comunicat-del-departament-salut","22","null","93c4caa4-8539-425d-9931-ec4133b73c7e","1591467840177","scarrascov","1591556056901","Javi_Gonzalez","DatoOficial","434930"
"5825","26","26","Rioja, La","null","null","1591386300000","06/06/2020 21:45:00","4057","362","null","17","La Rioja","9221774931.44031","737060.190838516","null","1591472700000","null","null","8","null","null","0","2","null","https://actualidad.larioja.org/coronavirus","null","El dato de sanitarios se actualiza semanalmente 3/6. A partir de 2020-05-26 no se dan datos de recuperados ni infectados","529cd859-c992-4576-861e-976103a7807a","1591467840177","scarrascov","1591471783220","santiago.mota","DatoOficial","316798"
"5826","27","27","Lugo","null","null","1591386300000","06/06/2020 21:45:00","33","27","null","12","Galicia","18445649986.3218","851633.558935258","null","1591437600000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10465&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","606820bf-3299-4d5f-b233-65b507a00dbb","1591467840177","scarrascov","1591468389983","scarrascov","DatosHibridos","329587"
"5827","28","28","Madrid","null","null","1591386300000","06/06/2020 21:45:00","68412","null","null","13","Comunidad de Madrid","13903799376.4905","907493.4230326","null","1591426800000","null","null","null","null","null","null","null","null","https://datos.comunidad.madrid/catalogo/dataset/covid19_tia_muni_y_distritos","null","Casos Confirmados (Open Data Comunidadad Madrid) = 68412","a550fad4-2f4a-4d01-a197-7cfe70534795","1591467840177","scarrascov","1591468577820","scarrascov","DatoOficial","6663394"
"5828","29","29","Málaga","null","null","1591386300000","06/06/2020 21:45:00","2816","287","null","1","Andalucía","11421000534.4883","682122.356140235","2965","1591472700000","null","null","1493","null","null","168","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237459.html","7","null","cb03081c-c4c7-4afc-8c6c-034d03019eb0","1591467840177","scarrascov","1591513377598","jose.jimenez_comunidadcovid","DatoOficial","1661785"
"5829","30","30","Murcia","null","null","1591472700000","06/06/2020 21:45:00","3118","149","0","14","Región de Murcia","18247305092.7238","823522.734893028","1401","1591559100000","null","73","26","47","null","4","null","null","https://experience.arcgis.com/experience/fe1595b8b8fc4a5cb357393e8f62c0d7","1","null","431cb74d-5abe-494b-b096-608065664471","1591467840177","scarrascov","1591628874315","JsoVoluntario","DatoOficial","1493898"
"5830","31","31","Navarra","null","null","1591308000000","06/06/2020 21:45:00","5326","515","184","15","Comunidad Foral de Navarra","19290794014.5182","1035661.05485522","null","1591472700000","null","null","54","null","null","9","null","null","https://gobiernoabierto.navarra.es/es/coronavirus/evolucion/datos-covid-19-modificado","10","null","675bd1c8-e922-4490-bb0f-1d5d7c8289b5","1591467840177","scarrascov","1591484227351","Laura_geovoluntaria","DatoOficial","654214"
"5831","32","32","Ourense","null","null","1591386300000","06/06/2020 21:45:00","49","104","null","12","Galicia","13264160827.6702","756880.420274982","null","1591437600000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10465&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","e5ad3c8a-5f19-458e-8006-60fc142a9a6f","1591467840177","scarrascov","1591468336343","scarrascov","DatosHibridos","307651"
"5832","33","33","Asturias","null","null","1591386300000","06/06/2020 21:45:00","2426","324","null","3","Principado de Asturias","20016196685.8926","997004.555159566","1800","1591472700000","null","302","12","290","null","9","656","null","https://coronavirus.asturias.es/","2","SOLO CONTAGIOS POR PCR","bc00dcf7-2730-4601-9823-9303d31e0518","1591467840177","scarrascov","1591631653375","JsoVoluntario","DatoOficial","1022800"
"5833","34","34","Palencia","null","null","1591472700000","06/06/2020 21:45:00","1313","85","2","7","Castilla y León","14761449905.1394","912469.900487071","null","1591472700000","null","873","7","null","null","2","130","4185","Consejería de Sanidad. Junta de Castilla y León.","7","null","28066a82-d211-49a9-b03c-9421b13d6bc0","1591467840177","scarrascov","1591521329303","alvarospm_covid19","DatoOficial","160980"
"5834","35","35","Palmas, Las","null","null","1591386300000","06/06/2020 21:45:00","null","null","null","5","Canarias","5250080875.60059","720670.346522908","null","1591472700000","null","null","null","null","null","null","null","null","https://www3.gobiernodecanarias.org/sanidad/scs/content/dcb400c5-6504-11ea-9a8e-719d4b52bf6c/InformeCasosCOVID-19.pdf","null","No se ha publicado el informe epidemiológico con fecha de dato 5 Junio 2020, a fecha de publicación 6 Junio 2020","9fcd724e-0cf7-417c-98ce-8dc8e03f5497","1591467840177","scarrascov","1591820626029","CarolJorda","DatoOficial","1120406"
"5835","36","36","Pontevedra","null","null","1591386300000","06/06/2020 21:45:00","212","109","null","12","Galicia","8247232678.68115","859724.935392155","null","1591437600000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10465&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","19e3d70e-74aa-47c6-b003-022e776266b5","1591467840177","scarrascov","1591468283157","scarrascov","DatosHibridos","942665"
"5836","37","37","Salamanca","null","null","1591472700000","06/06/2020 21:45:00","4348","367","2","7","Castilla y León","21574825477.1384","886047.450189502","null","1591472700000","null","2730","18","null","null","3","430","12125","Consejería de Sanidad. Junta de Castilla y León.","18","null","edbf5c30-2e44-48a1-b291-20305a00f480","1591467840177","scarrascov","1591521333170","alvarospm_covid19","DatoOficial","330119"
"5837","38","38","Santa Cruz de Tenerife","null","null","1591386300000","06/06/2020 21:45:00","null","null","null","5","Canarias","4370867925.43555","603715.0446569","null","1591472700000","null","null","null","null","null","null","null","null","https://www3.gobiernodecanarias.org/sanidad/scs/content/dcb400c5-6504-11ea-9a8e-719d4b52bf6c/InformeCasosCOVID-19.pdf","null","No se ha publicado el informe epidemiológico con fecha de dato 5 Junio 2020, a fecha de publicación 6 Junio 2020","f3b9f96a-9ed0-4639-acbf-5ba0388c33ca","1591467840177","scarrascov","1591820621621","CarolJorda","DatoOficial","1032983"
"5838","39","39","Cantabria","null","null","1591386300000","06/06/2020 21:45:00","2877","209","5","6","Cantabria","10023924751.6238","868892.439767727","2609","1591472700000","null","59","6","53","null","1","446","null","https://www.scsalud.es/coronavirus","5","Nuevos casos PCR: 1","ea5b1214-d62e-4615-a749-699bda9f0c46","1591467840177","scarrascov","1591473954043","JsoVoluntario","DatoOficial","581078"
"5839","40","40","Segovia","null","null","1591472700000","06/06/2020 21:45:00","3491","205","0","7","Castilla y León","12230053388.2792","643652.579788996","null","1591472700000","null","2380","6","null","null","2","321","8230","Consejería de Sanidad. Junta de Castilla y León.","1","null","26ff4d76-7a9a-405f-9ee0-aa633c11c80f","1591467840177","scarrascov","1591521334497","alvarospm_covid19","DatoOficial","153129"
"5840","41","41","Sevilla","null","null","1591386300000","06/06/2020 21:45:00","2486","287","null","1","Andalucía","22303263242.8965","1037151.2255823","2784","1591472700000","null","null","1207","null","null","151","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237459.html","2","null","ef7e6403-aeee-43ae-b6a8-a2923a6ee94f","1591467840177","scarrascov","1591513416258","jose.jimenez_comunidadcovid","DatoOficial","1942389"
"5841","42","42","Soria","null","null","1591472700000","06/06/2020 21:45:00","2386","120","1","7","Castilla y León","18458198763.238","850306.772810997","null","1591472700000","null","1851","6","null","null","4","186","4330","Consejería de Sanidad. Junta de Castilla y León.","7","null","7bc6fc4c-944f-4cf4-8d17-23ea76544bac","1591467840177","scarrascov","1591521335320","alvarospm_covid19","DatoOficial","88636"
"5842","43","43","Tarragona","null","null","1591386300000","06/06/2020 21:45:00","2488","428","2","9","Cataluña","11105390692.9943","794492.586704244","null","1591442100000","null","null","null","null","null","null","null","null","https://govern.cat/salapremsa/notes-premsa/385667/comunicat-del-departament-salut","5","null","d516c076-3b15-474f-bc37-d954edaa8c57","1591467840177","scarrascov","1591555955726","Javi_Gonzalez","DatoOficial","804664"
"5843","44","44","Teruel","null","null","1591386300000","06/06/2020 21:45:00","621","98","null","2","Aragón","25763161230.5525","1093244.35067905","407","1591472700000","null","214","null","null","1","null","120","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","2","null","ee476d96-1dcc-430a-bcb4-c58abf6ce3c4","1591467840177","scarrascov","1591717306489","maria.96","DatoOficial","134137"
"5844","45","45","Toledo","null","null","1591386300000","06/06/2020 21:45:00","4054","787","null","8","Castilla-La Mancha","26062408685.5862","1170191.39004263","2102","1591472700000","null","null","23","null","null","5","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/el-numero-de-hospitalizados-covid-en-planta-de-hospital-se-reduce-85-en","13","null","1f86d398-d835-4305-8c37-a4323d7f477b","1591467840177","scarrascov","1591562355176","lauluol1","DatoOficial","694844"
"5845","46","46","València/Valencia","València","ValénciaValencia","null","06/06/2020 21:45:00","null","null","null","10","Comunitat Valenciana","18109383103.8959","922452.889088479","null","1591472700000","null","null","null","null","null","null","null","null","null","null","null","af7ae300-0fda-4039-8591-bd089b5a662a","1591467840177","scarrascov","1591467840177","scarrascov","null","2565124"
"5846","47","47","Valladolid","null","null","1591472700000","06/06/2020 21:45:00","4648","382","10","7","Castilla y León","14530114765.1125","922296.628606044","null","1591472700000","null","2539","35","null","null","11","414","13588","Consejería de Sanidad. Junta de Castilla y León.","14","null","d5ce6240-9fa6-4546-8780-517ba9cd1c7a","1591467840177","scarrascov","1591521335561","alvarospm_covid19","DatoOficial","519546"
"5847","48","48","Bizkaia","null","null","1591386300000","06/06/2020 21:45:00","10446","855","20","16","País Vasco","4161208808.04797","511246.606873087","null","1591472700000","null","null","null","null","null","11","null","null","No proporcionan Datos Asistenciales en PDF","3","https://www.irekia.euskadi.eus/es/news/62049-euskadi-pasara-lunes-fase-apostando-por-medidas-que-faciliten-conciliacion-familiar","a0d53f8c-aa92-4ff4-84f8-8d29809ec853","1591467840177","scarrascov","1591646205126","Cris-Aguera","DatoOficial","1152651"
"5848","49","49","Zamora","null","null","1591472700000","06/06/2020 21:45:00","1015","91","0","7","Castilla y León","18979218653.3557","959574.045441726","null","1591472700000","null","577","4","null","null","1","51","3455","Consejería de Sanidad. Junta de Castilla y León.","3","null","d5f1455d-a3f9-4688-a164-4f56fa5279de","1591467840177","scarrascov","1591521336504","alvarospm_covid19","DatoOficial","172539"
"5849","50","50","Zaragoza","null","null","-2208564016000","06/06/2020 21:45:00","4307","694","null","2","Aragón","30938162399.6924","1504146.11095373","3165","1591472700000","null","448","null","null","1","null","620","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","9","null","8a59038d-7aba-41b5-9bfc-b7b9c995937c","1591467840177","scarrascov","1591717355751","maria.96","DatoOficial","964693"
"5850","51","51","Ceuta","null","null","1591386300000","06/06/2020 21:45:00","163","4","null","18","Ceuta","29814322.432373","31521.3417074332","null","1591464600000","null","null","14","null","null","4","null","null","https://www.rtve.es/noticias/20200529/mapa-del-coronavirus-espana/2004681.shtml","null","null","42dd0bdd-64ee-4d36-aee1-39622540b028","1591467840177","scarrascov","1591468689298","scarrascov","DatosNoOficiales","84777"
"5851","52","52","Melilla","null","null","1591386300000","06/06/2020 21:45:00","122","2","null","19","Melilla","20086088.0983887","22527.207683034","null","1591464600000","null","null","44","null","null","3","null","null","https://www.rtve.es/noticias/20200529/mapa-del-coronavirus-espana/2004681.shtml","null","null","06d5ffed-9efd-4b1d-9e14-3ec3ebe57bed","1591467840177","scarrascov","1591468763127","scarrascov","DatosNoOficiales","86487"
"5852","1","1","Araba/Álava","Araba","Álava","1591472700000","06/07/2020 21:45:00","4942","367","3","16","País Vasco","5557534465.06885","846248.046485937","null","1591559100000","null","null","null","null","null","5","null","null","No proporcionan Datos Asistenciales en PDF","4","https://www.irekia.euskadi.eus/es/news/62065-actualizacion-datos-covid-euskadi-junio","38810303-3563-4426-a5d5-b3b0158bfbc8","1591531633353","scarrascov","1591646307015","Cris-Aguera","DatoOficial","331549"
"5853","2","2","Albacete","null","null","1591472700000","06/07/2020 21:45:00","3904","533","null","8","Castilla-La Mancha","24626682938.0562","942989.503251293","1444","1591559100000","null","null","13","null","null","5","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/cuatro-de-las-cinco-provincias-de-castilla-la-mancha-no-registraron","0","null","894e872a-9e7c-4471-a6b5-2269ebb53ec6","1591531633353","scarrascov","1591630721168","lauluol1","DatoOficial","388167"
"5854","3","3","Alacant/Alicante","Alacant","Alicante","null","06/07/2020 21:45:00","null","null","null","10","Comunitat Valenciana","9504805442.43113","608315.06438318","null","1591559100000","null","null","null","null","null","null","null","null","null","null","null","642d7b32-f107-4ec8-8c3f-fcc6c1f0d2f0","1591531633353","scarrascov","1591531633353","scarrascov","null","1858683"
"5855","4","4","Almería","null","null","1591472700000","06/07/2020 21:45:00","527","54","null","1","Andalucía","13853080471.8989","678900.156869268","693","1591559100000","null","null","244","null","null","41","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","0","null","7dc43b4b-e839-438f-9b1d-97d3f1c677d2","1591531633353","scarrascov","1591600647059","jose.jimenez_comunidadcovid","DatoOficial","716820"
"5856","5","5","Ávila","null","null","1591559100000","06/07/2020 21:45:00","2063","140","0","7","Castilla y León","13966110337.1309","767153.038310992","null","1591559100000","null","1270","9","null","null","2","239","5687","Consejería de Sanidad. Junta de Castilla y León.","9","null","4164cd2f-8c39-4105-bf26-a0cd7451e5ea","1591531633353","scarrascov","1591558981718","alvarospm_covid19","DatoOficial","157640"
"5857","6","6","Badajoz","null","null","1591472700000","06/07/2020 21:45:00","973","95","0","11","Extremadura","35804468650.6367","1353969.39902511","1254","1591542900000","null","null","1","null","null","0","null","null","http://www.juntaex.es/comunicacion/noticia?idPub=30488#.Xt1MlTozbIU","0","null","96ccf054-c2d4-460f-bb5c-ca316fc6811f","1591531633353","scarrascov","1591561832849","lauluol1","DatoOficial","673559"
"5858","7","7","Balears, Illes","null","null","1591479900000","06/07/2020 21:45:00","2230","226","null","4","Illes Balears","8396295538.42914","1186368.8299276","1781","1591527600000","null","223","80","null","null","17","41","null","http://www.caib.es/pidip2front/jsp/ca/fitxa-convocatoriaPDF/strongspan-stylecolor1c697dcovid-19nbspspanla-conselleria-de-salut-i-consum-informa-que-a-les-illes-balears-hi-ha-223-casos-actius-de-sars-cov-2strong1","7","null","bdf48720-8ea7-48ac-9261-f37de644d453","1591531633353","scarrascov","1591611457346","gabgarcies14","DatoOficial","1149460"
"5859","8","8","Barcelona","null","null","1591472700000","06/07/2020 21:45:00","55632","10941","24","9","Cataluña","13889015385.535","922247.463519101","null","1591529400000","null","null","null","null","null","null","null","null","https://govern.cat/salapremsa/notes-premsa/385671/comunicat-del-departament-salut","260","null","8e5866d6-4eea-4479-8a92-8c1041347c82","1591531633353","scarrascov","1591555818057","Javi_Gonzalez","DatoOficial","5664579"
"5860","9","9","Burgos","null","null","1591559100000","06/07/2020 21:45:00","2940","211","0","7","Castilla y León","26201925122.7522","1431764.70447321","null","1591559100000","null","1778","8","null","null","3","235","10706","Consejería de Sanidad. Junta de Castilla y León.","8","null","1b16250a-e009-4ff7-b5d2-9bc21a791e6f","1591531633353","scarrascov","1591558981620","alvarospm_covid19","DatoOficial","356958"
"5861","10","10","Cáceres","null","null","1591472700000","06/07/2020 21:45:00","2004","415","0","11","Extremadura","33617523905.4158","1186573.02707819","2888","1591542900000","null","null","5","null","null","0","null","null","http://www.juntaex.es/comunicacion/noticia?idPub=30488#.Xt1MlTozbIU","0","null","19499d9c-3464-4722-a270-ce7321497917","1591531633353","scarrascov","1591561833724","lauluol1","DatoOficial","394151"
"5862","11","11","Cádiz","null","null","1591472700000","06/07/2020 21:45:00","1277","159","null","1","Andalucía","11545625275.0903","770113.092820534","1107","1591559100000","null","null","587","null","null","83","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","1","null","01b8fc2f-be93-4bd0-85cc-1c4a1fcc95a6","1591531633353","scarrascov","1591600683768","jose.jimenez_comunidadcovid","DatoOficial","1240155"
"5863","12","12","Castelló/Castellón","Castelló","Castellón","null","06/07/2020 21:45:00","null","null","null","10","Comunitat Valenciana","11394722309.5724","612719.670864396","null","1591559100000","null","null","null","null","null","null","null","null","null","null","null","285b4b10-5074-4bf2-8b25-5afb166040c0","1591531633353","scarrascov","1591531633353","scarrascov","null","579962"
"5864","13","13","Ciudad Real","null","null","1591472700000","06/07/2020 21:45:00","6833","1110","null","8","Castilla-La Mancha","32786265219.4421","1159918.20094657","2142","1591559100000","null","null","33","null","null","17","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/cuatro-de-las-cinco-provincias-de-castilla-la-mancha-no-registraron","15","null","ed6e7bd7-c069-4d36-a55a-d2204af43b23","1591531633353","scarrascov","1591630723832","lauluol1","DatoOficial","495761"
"5865","14","14","Córdoba","null","null","1591472700000","06/07/2020 21:45:00","1349","117","null","1","Andalucía","22209274302.7295","933246.404021297","1540","1591559100000","null","null","563","null","null","76","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","0","null","4d80328a-a904-4bc3-9d7f-50dc9e7b2bc6","1591531633353","scarrascov","1591600726991","jose.jimenez_comunidadcovid","DatoOficial","782979"
"5866","15","15","Coruña, A","null","null","1591472700000","06/07/2020 21:45:00","240","246","null","12","Galicia","14932068954.1079","1237469.9321263","null","1591524000000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10466&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","bf0cd9f3-37c2-43a2-bec8-c83fb27fd7f5","1591531633353","scarrascov","1591531980292","scarrascov","DatosHibridos","1119596"
"5867","16","16","Cuenca","null","null","1591472700000","06/07/2020 21:45:00","1369","313","null","8","Castilla-La Mancha","29155941925.6608","947414.037079268","627","1591559100000","null","null","6","null","null","0","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/cuatro-de-las-cinco-provincias-de-castilla-la-mancha-no-registraron","1","null","043ff475-5aac-4c0d-9cb9-1a9cb1f329c3","1591531633353","scarrascov","1591630725494","lauluol1","DatoOficial","196329"
"5868","17","17","Girona","null","null","1591472700000","06/07/2020 21:45:00","7031","785","10","9","Cataluña","10750512244.9896","868204.066558087","null","1591486200000","null","null","null","null","null","null","null","null","https://govern.cat/salapremsa/notes-premsa/385671/comunicat-del-departament-salut","27","null","f5b41a67-3ba1-4d66-a027-f8c1a45b180d","1591531633353","scarrascov","1591556226758","Javi_Gonzalez","DatoOficial","771044"
"5869","18","18","Granada","null","null","1591472700000","06/07/2020 21:45:00","2462","287","null","1","Andalucía","20027459992.5612","832776.813843409","2873","1591559100000","null","null","1205","null","null","133","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","2","null","5ba3f9a2-05a0-4b3d-9ef5-3634877b9793","1591531633353","scarrascov","1591600764249","jose.jimenez_comunidadcovid","DatoOficial","914678"
"5870","19","19","Guadalajara","null","null","1591472700000","06/07/2020 21:45:00","1329","255","null","8","Castilla-La Mancha","21342453477.4424","1014990.58280066","475","1591559100000","null","null","12","null","null","1","null","null","https://sanidad.castillalamancha.es/saladeprensa/notas-de-prensa/cuatro-de-las-cinco-provincias-de-castilla-la-mancha-no-registraron","1","null","ab097621-3620-470a-b7f7-7935a2984196","1591531633353","scarrascov","1591630727325","lauluol1","DatoOficial","257762"
"5871","20","20","Gipuzkoa","null","null","1591472700000","06/07/2020 21:45:00","3125","292","2","16","País Vasco","3757070367.26361","384948.138311604","null","1591559100000","null","null","null","null","null","2","null","null","No proporcionan Datos Asistenciales en PDF","0","https://www.irekia.euskadi.eus/es/news/62065-actualizacion-datos-covid-euskadi-junio","3fc3ce70-68a1-4203-bba9-30f0e0586b0c","1591531633353","scarrascov","1591646380461","Cris-Aguera","DatoOficial","723576"
"5872","21","21","Huelva","null","null","1591472700000","06/07/2020 21:45:00","408","48","null","1","Andalucía","16155956867.01","749398.555465288","471","1591559100000","null","null","222","null","null","30","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","0","null","b5bc1753-b059-4a11-a1b9-13454d7f80a9","1591531633353","scarrascov","1591600799288","jose.jimenez_comunidadcovid","DatoOficial","521870"
"5873","22","22","Huesca","null","null","1591472700000","06/07/2020 21:45:00","810","99","null","2","Aragón","28522680120.9316","1026402.56184289","512","1591559100000","null","298","null","null","0","null","89","null","https://opendata.aragon.es/datos/catalogo/dataset/publicaciones-y-anuncios-relacionados-con-el-coronavirus-en-aragon","3","null","f4289af2-3c9f-4c17-8ed2-ea043766b6b5","1591531633353","scarrascov","1591717279736","maria.96","DatoOficial","220461"
"5874","23","23","Jaén","null","null","1591472700000","06/07/2020 21:45:00","1467","184","null","1","Andalucía","21782269554.2683","773271.743628527","1561","1591559100000","null","null","769","null","null","91","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","1","null","b793593f-dd3b-43e5-9623-691fb4a54887","1591531633353","scarrascov","1591600834131","jose.jimenez_comunidadcovid","DatoOficial","633564"
"5875","24","24","León","null","null","1591559100000","06/07/2020 21:45:00","3662","423","0","7","Castilla y León","28795543279.7217","1066905.31430645","null","1591559100000","null","1507","6","null","null","6","325","11682","Consejería de Sanidad. Junta de Castilla y León.","6","null","9a81cace-97e8-452f-98cc-e621e7cd1897","1591531633353","scarrascov","1591558982682","alvarospm_covid19","DatoOficial","460001"
"5876","25","25","Lleida","null","null","1591472700000","06/07/2020 21:45:00","3172","238","7","9","Cataluña","22094457592.206","1062933.84050084","null","1591529400000","null","null","null","null","null","null","null","null","https://govern.cat/salapremsa/notes-premsa/385671/comunicat-del-departament-salut","34","null","b9186c35-aa13-47a3-9675-810c45ae9ac6","1591531633353","scarrascov","1591556093877","Javi_Gonzalez","DatoOficial","434930"
"5877","26","26","Rioja, La","null","null","1591472700000","06/07/2020 21:45:00","4061","362","null","17","La Rioja","9221774931.44031","737060.190838516","null","1591559100000","null","null","9","null","null","0","2","null","https://actualidad.larioja.org/coronavirus","null","El dato de sanitarios se actualiza semanalmente 3/6. A partir de 2020-05-26 no se dan datos de recuperados ni infectados","9fd6ec2a-5c9c-4e3b-9c91-4a3e66ab267a","1591531633353","scarrascov","1591547532953","santiago.mota","DatoOficial","316798"
"5878","27","27","Lugo","null","null","1591472700000","06/07/2020 21:45:00","30","27","null","12","Galicia","18445649986.3218","851633.558935258","null","1591524000000","null","null","null","null","null","null","null","null","https://saladecomunicacion.sergas.gal/Paginas/DetalleNova.aspx?idNova=10466&idioma=ga","null","CC: Fuente Oficial, Fallecidos --> https://afondo.farodevigo.es/galicia/el-mapa-del-coronavirus-en-galicia.html","e14544af-08c6-45cf-a301-9eddbc641ba0","1591531633353","scarrascov","1591532155446","scarrascov","DatosHibridos","329587"
"5879","28","28","Madrid","null","null","1591472700000","06/07/2020 21:45:00","68480","null","null","13","Comunidad de Madrid","13903799376.4905","907493.4230326","null","1591513200000","null","null","null","null","null","null","null","null","https://datos.comunidad.madrid/catalogo/dataset/covid19_tia_muni_y_distritos","null","Casos Confirmados (Open Data Comunidadad Madrid) = 68480","b5a18a55-6eae-4ebb-b6a5-8e194cc8ed29","1591531633353","scarrascov","1591532256868","scarrascov","DatoOficial","6663394"
"5880","29","29","Málaga","null","null","1591472700000","06/07/2020 21:45:00","2820","287","null","1","Andalucía","11421000534.4883","682122.356140235","2965","1591559100000","null","null","1494","null","null","168","null","null","https://www.juntadeandalucia.es/organismos/saludyfamilias/actualidad/noticias/detalle/237464.html","4","null","c241973b-cd46-4eaa-8fa5-d43ce0c72881","1591531633353","scarrascov","1591600880436","jose.jimenez_comunidadcovid","DatoOficial","1661785"
